SAR_1_PREDICTION,SAR_0_PREDICTION,SAR_PREDICTION,THRESHOLD,POSITIVE_CLASS,EXPLANATION_1_FEATURE_NAME,EXPLANATION_1_STRENGTH,EXPLANATION_1_ACTUAL_VALUE,EXPLANATION_1_QUALITATIVE_STRENGTH,EXPLANATION_2_FEATURE_NAME,EXPLANATION_2_STRENGTH,EXPLANATION_2_ACTUAL_VALUE,EXPLANATION_2_QUALITATIVE_STRENGTH,EXPLANATION_3_FEATURE_NAME,EXPLANATION_3_STRENGTH,EXPLANATION_3_ACTUAL_VALUE,EXPLANATION_3_QUALITATIVE_STRENGTH,EXPLANATION_4_FEATURE_NAME,EXPLANATION_4_STRENGTH,EXPLANATION_4_ACTUAL_VALUE,EXPLANATION_4_QUALITATIVE_STRENGTH,EXPLANATION_5_FEATURE_NAME,EXPLANATION_5_STRENGTH,EXPLANATION_5_ACTUAL_VALUE,EXPLANATION_5_QUALITATIVE_STRENGTH,EXPLANATION_6_FEATURE_NAME,EXPLANATION_6_STRENGTH,EXPLANATION_6_ACTUAL_VALUE,EXPLANATION_6_QUALITATIVE_STRENGTH,EXPLANATION_7_FEATURE_NAME,EXPLANATION_7_STRENGTH,EXPLANATION_7_ACTUAL_VALUE,EXPLANATION_7_QUALITATIVE_STRENGTH,EXPLANATION_8_FEATURE_NAME,EXPLANATION_8_STRENGTH,EXPLANATION_8_ACTUAL_VALUE,EXPLANATION_8_QUALITATIVE_STRENGTH,EXPLANATION_9_FEATURE_NAME,EXPLANATION_9_STRENGTH,EXPLANATION_9_ACTUAL_VALUE,EXPLANATION_9_QUALITATIVE_STRENGTH,EXPLANATION_10_FEATURE_NAME,EXPLANATION_10_STRENGTH,EXPLANATION_10_ACTUAL_VALUE,EXPLANATION_10_QUALITATIVE_STRENGTH,DEPLOYMENT_APPROVAL_STATUS,ALERT,kycRiskScore,income,tenureMonths,creditScore,state,nbrPurchases90d,avgTxnSize90d,totalSpend90d,csrNotes,nbrDistinctMerch90d,nbrMerchCredits90d,nbrMerchCreditsRndDollarAmt90d,totalMerchCred90d,nbrMerchCreditsWoOffsettingPurch,nbrPayments90d,totalPaymentAmt90d,overpaymentAmt90d,overpaymentInd90d,nbrCustReqRefunds90d,indCustReqRefund90d,totalRefundsToCust90d,nbrPaymentsCashLike90d,maxRevolveLine,indOwnsHome,nbrInquiries1y,nbrCollections3y,nbrWebLogins90d,nbrPointRed90d,PEP,association_id
0,1,0,0.1,1,totalPaymentAmt90d,-3.094748225,60,---,totalSpend90d,-2.698058559,72.2,---,overpaymentAmt90d,-2.297219185,0,---,totalMerchCred90d,-1.302659351,0,--,nbrCustReqRefunds90d,-1.167531627,1,--,income,-0.081597152,9000,-,maxRevolveLine,0,8000,<+,creditScore,0,738,<+,avgTxnSize90d,0,14.44,<+,tenureMonths,0,9,<+,APPROVED,1,1,9000,9,738,PA,5,14.44,72.2, ,2,0,0,0,0,3,60,0,0,1,1,38.47,0,8000,1,3,1,5,0,0,38
0.279015029,0.720984971,1,0.1,1,totalMerchCred90d,4.108906747,1154.72,+++,avgTxnSize90d,-0.216087887,169.67,-,tenureMonths,-0.143729461,18,-,maxRevolveLine,-0.078338537,10000,-,income,-0.073535364,63700,-,creditScore,-0.059854626,671,-,state,-0.050467374,MA,-,overpaymentAmt90d,-0.040314679,0,-,totalSpend90d,0.027124865,10858.88,+,csrNotes,0.016569249,nan,+,APPROVED,1,1,63700,18,671,MA,64,169.67,10858.88, ,36,7,3,1154.72,1,3,10858.88,0,0,1,1,44.52,3,10000,0,4,0,4,0,0,39
0,1,0,0.1,1,totalPaymentAmt90d,-3.051772229,937.38,---,overpaymentAmt90d,-2.625482904,0,---,totalSpend90d,-2.232928937,937.38,---,totalMerchCred90d,-1.334642137,104,--,nbrCustReqRefunds90d,-1.166915128,1,--,avgTxnSize90d,-0.599186363,27.57,--,maxRevolveLine,0,9000,<+,creditScore,0,714,<+,tenureMonths,0,8,<+,income,0,54900,<+,APPROVED,1,0,54900,8,714,MA,34,27.57,937.38, ,21,4,0,104,1,8,937.38,0,0,1,1,39.44,0,9000,1,1,0,6,2,0,40
0.427972244,0.572027756,1,0.1,1,totalMerchCred90d,3.307075148,1766.24,+++,maxRevolveLine,-0.534354414,18000,--,creditScore,-0.061018743,782,-,avgTxnSize90d,-0.057289761,200.69,-,totalPaymentAmt90d,0.056473312,12844.16,+,tenureMonths,-0.040158548,40,-,income,-0.039857936,85300,-,nbrCustReqRefunds90d,0.029353575,1,+,totalSpend90d,0.019982072,12844.16,+,state,0.013335382,RI,+,APPROVED,1,1,85300,40,782,RI,64,200.69,12844.16, ,26,9,1,1766.24,3,4,12844.16,0,0,1,1,36.25,4,18000,1,2,0,8,0,0,41
0.00565871,0.99434129,0,0.1,1,overpaymentAmt90d,5.840634035,948.12,+++,nbrCustReqRefunds90d,-0.394620348,1,--,totalMerchCred90d,-0.348940177,189.7,-,maxRevolveLine,0.317449168,8000,+,totalPaymentAmt90d,-0.263196026,2345.76,-,avgTxnSize90d,-0.226237016,18.39,-,totalSpend90d,-0.207780646,1397.64,-,creditScore,-0.16297684,725,-,state,0.041856804,RI,+,csrNotes,-0.040676871,transfer change request customer call,-,APPROVED,1,2,,6,725,RI,76,18.39,1397.64,transfer change request customer call,39,9,4,189.7,2,2,2345.76,948.12,1,1,1,995.45,2,8000,1,3,0,7,1,0,42
0,1,0,0.1,1,totalSpend90d,-3.396410273,688.32,---,totalPaymentAmt90d,-3.166014372,688.32,--,overpaymentAmt90d,-2.317216946,0,--,totalMerchCred90d,-1.882992261,28.04,--,avgTxnSize90d,-1.802739784,28.68,--,tenureMonths,-1.520230196,6,--,nbrCustReqRefunds90d,-1.165584251,1,--,maxRevolveLine,-0.921053838,10000,--,creditScore,0,625,<+,income,0,32300,<+,APPROVED,1,2,32300,6,625,NJ,24,28.68,688.32, ,8,1,0,28.04,1,3,688.32,0,0,1,1,38.93,0,10000,1,3,0,8,0,0,43
0.513084956,0.486915044,1,0.1,1,overpaymentAmt90d,3.231200116,2983.19,+++,totalPaymentAmt90d,0.573261632,3084.64,++,income,0.304435869,8000,++,tenureMonths,0.29239989,27,++,nbrCustReqRefunds90d,0.05921768,1,+,creditScore,-0.049821875,755,-,csrNotes,0.04800623,nan,+,maxRevolveLine,0.046456219,10000,+,avgTxnSize90d,0.038621061,20.29,+,totalSpend90d,0.034696425,101.45,+,APPROVED,1,0,8000,27,755,MA,5,20.29,101.45, ,3,0,0,0,0,4,3084.64,2983.19,1,1,1,3053.59,4,10000,1,3,0,5,1,0,44
0,1,0,0.1,1,overpaymentAmt90d,-2.958183011,0,---,totalPaymentAmt90d,-2.833898597,1864.65,---,totalSpend90d,-2.406181099,1864.65,---,totalMerchCred90d,-1.301813143,109.9,--,nbrCustReqRefunds90d,-1.204732538,1,--,avgTxnSize90d,-1.115059198,60.15,--,maxRevolveLine,0,11000,<+,creditScore,0,800,<+,tenureMonths,0,2,<+,income,0,50200,<+,APPROVED,1,1,50200,2,800,MA,31,60.15,1864.65,  transfer transfer,19,2,1,109.9,0,2,1864.65,0,0,1,1,63.76,0,11000,1,3,0,2,1,0,45
0.0002,0.9998,0,0.1,1,totalMerchCred90d,3.513480296,727.14,+++,totalPaymentAmt90d,-1.073345823,668.1,--,overpaymentAmt90d,-1.013547661,0,--,totalSpend90d,-0.724364242,668.1,--,nbrCustReqRefunds90d,-0.674304481,1,--,avgTxnSize90d,-0.310548967,111.35,-,maxRevolveLine,0.207974159,14000,+,creditScore,0,722,<-,csrNotes,0,nan,<-,tenureMonths,0,3,<-,APPROVED,1,4,51200,3,722,NY,6,111.35,668.1, ,3,6,3,727.14,3,5,668.1,0,0,1,1,59.04,5,14000,1,1,0,6,1,0,46
0.0002,0.9998,0,0.1,1,avgTxnSize90d,4.308137829,462.41,+++,creditScore,4.252791913,640,+++,totalPaymentAmt90d,-1.348232274,92.48,--,overpaymentAmt90d,-1.271265076,0,--,totalMerchCred90d,-0.917207035,0,--,nbrCustReqRefunds90d,-0.752953695,1,--,totalSpend90d,-0.676155948,1849.64,-,tenureMonths,-0.040556513,34,-,maxRevolveLine,0,11000,<-,csrNotes,0,statement billing address card replace statement,<-,APPROVED,1,4,23500,34,640,MA,4,462.41,1849.64,statement billing address card replace statement,1,0,0,0,0,6,92.48,0,0,1,1,67.3,0,11000,1,6,0,8,0,0,47
0.000137931,0.999862069,0,0.1,1,totalSpend90d,2.118124224,8191.8,+++,totalPaymentAmt90d,-1.499444557,409.59,--,overpaymentAmt90d,-1.442705514,0,--,totalMerchCred90d,-0.876166224,532.62,--,nbrCustReqRefunds90d,-0.725832248,1,--,avgTxnSize90d,-0.632901564,273.06,--,creditScore,-0.308273275,742,-,maxRevolveLine,0,12000,<+,tenureMonths,0,1,<+,csrNotes,0,late payment password change card replace,<+,APPROVED,1,4,58600,1,742,ME,30,273.06,8191.8,late payment password change card replace,16,2,1,532.62,1,5,409.59,0,0,1,1,41.14,5,12000,0,2,0,8,0,0,48
0.413198308,0.586801692,1,0.1,1,nbrCustReqRefunds90d,3.685639757,3,+++,overpaymentAmt90d,0.801338514,574.25,++,avgTxnSize90d,0.252798226,178.57,+,totalMerchCred90d,0.170241251,0,+,totalPaymentAmt90d,0.109866973,1645.67,+,totalSpend90d,0.091777499,1071.42,+,maxRevolveLine,0.057255021,14000,+,csrNotes,0.034731783,card replace statement transfer,+,state,0.021270663,NY,+,income,0.005821488,9600,+,APPROVED,1,1,9600,3,737,NY,6,178.57,1071.42,card replace statement transfer,2,0,0,0,0,6,1645.67,574.25,1,3,1,631.35,5,14000,1,0,0,6,0,0,49
0.001360173,0.998639827,0,0.1,1,totalSpend90d,-2.110192969,9055.2,---,totalPaymentAmt90d,-1.053767831,9055.2,--,overpaymentAmt90d,-0.763804185,0,--,totalMerchCred90d,-0.717113846,0,--,nbrCustReqRefunds90d,-0.534445129,1,--,avgTxnSize90d,-0.514117878,323.4,--,csrNotes,0.418404432,nan,++,tenureMonths,-0.228849876,23,-,creditScore,-0.17955846,735,-,income,-0.152782665,127600,-,APPROVED,1,1,127600,23,735,NY,28,323.4,9055.2, ,12,0,0,0,0,2,9055.2,0,0,1,1,40.26,0,6000,1,3,0,6,1,0,50
0,1,0,0.1,1,totalPaymentAmt90d,-3.022074888,1313.8,---,overpaymentAmt90d,-2.778784898,0,---,totalSpend90d,-2.762095281,1313.8,---,totalMerchCred90d,-1.764431213,0,--,nbrCustReqRefunds90d,-1.255791994,1,--,avgTxnSize90d,-0.62973882,328.45,--,maxRevolveLine,0,16000,<+,creditScore,0,740,<+,tenureMonths,0,1,<+,income,0,41100,<+,APPROVED,1,1,41100,1,740,NH,4,328.45,1313.8, ,1,0,0,0,0,3,1313.8,0,0,1,1,109.15,0,16000,1,1,0,11,0,0,51
0,1,0,0.1,1,totalPaymentAmt90d,-3.105370405,458.56,---,totalSpend90d,-2.877709471,458.56,---,overpaymentAmt90d,-2.644048071,0,--,totalMerchCred90d,-1.939095973,0,--,nbrCustReqRefunds90d,-1.30182634,1,--,creditScore,-1.045724474,712,--,avgTxnSize90d,-0.62973882,458.56,-,tenureMonths,-0.460526919,47,-,maxRevolveLine,0,25000,<+,income,0,7200,<+,APPROVED,1,1,7200,47,712,NJ,1,458.56,458.56, ,0,0,0,0,0,3,458.56,0,0,1,1,32.57,0,25000,0,2,0,10,1,0,52
0,1,0,0.1,1,totalPaymentAmt90d,-3.045718374,127.34,---,overpaymentAmt90d,-2.680035455,0,---,totalSpend90d,-2.480023916,127.34,---,totalMerchCred90d,-1.308660657,0,--,nbrCustReqRefunds90d,-1.218343087,1,--,maxRevolveLine,0,12000,<+,creditScore,0,721,<+,avgTxnSize90d,0,63.67,<+,tenureMonths,0,16,<+,income,0,8900,<+,APPROVED,1,2,8900,16,721,ME,2,63.67,127.34,card replace late payment change request statement,1,0,0,0,0,4,127.34,0,0,1,1,63.04,0,12000,0,8,0,9,1,0,53
0.000242857,0.999757143,0,0.1,1,totalSpend90d,-3.53740935,2641.8,---,totalPaymentAmt90d,3.168264887,2641.8,+++,totalMerchCred90d,-2.054913189,297.66,--,overpaymentAmt90d,-1.092917084,0,--,nbrCustReqRefunds90d,-0.674478814,1,--,maxRevolveLine,0.621212254,9000,++,csrNotes,-0.313613031,billing address change request plastic replace,-,creditScore,0.242457016,683,+,income,-0.192809406,130600,-,avgTxnSize90d,-0.05923492,37.74,-,APPROVED,1,2,130600,27,683,RI,70,37.74,2641.8,billing address change request plastic replace,34,8,1,297.66,2,3,2641.8,0,0,1,1,98.15,3,9000,0,3,0,7,3,0,54
0,1,0,0.1,1,totalPaymentAmt90d,-3.145395254,60,---,totalSpend90d,-2.392662422,462.83,---,overpaymentAmt90d,-1.875463911,0,--,totalMerchCred90d,-1.335375837,28.39,--,nbrCustReqRefunds90d,-1.24733134,1,--,income,-0.081597152,21300,-,maxRevolveLine,0,13000,<+,creditScore,0,717,<+,avgTxnSize90d,0,14.93,<+,tenureMonths,0,36,<+,APPROVED,1,0,21300,36,717,MA,31,14.93,462.83, ,16,2,1,28.39,2,3,60,0,0,1,1,36.86,0,13000,0,6,0,11,0,0,55
0.000635664,0.999364336,0,0.1,1,totalPaymentAmt90d,4.796367807,2688.69,+++,totalSpend90d,-2.973503689,3493,---,avgTxnSize90d,-1.400861258,499,--,overpaymentAmt90d,-0.88840288,0,--,nbrCustReqRefunds90d,-0.569807186,1,-,totalMerchCred90d,-0.522185958,0,-,csrNotes,0.367329699,nan,+,creditScore,-0.087541444,678,-,maxRevolveLine,-0.060860667,14000,-,income,-0.032196716,57700,-,APPROVED,1,1,57700,15,678,NY,7,499,3493, ,5,0,0,0,0,3,2688.69,0,0,1,1,72.06,0,14000,0,1,0,7,3,0,56
0.0002,0.9998,0,0.1,1,avgTxnSize90d,4.668777566,347.4,+++,totalPaymentAmt90d,-1.414318598,1389.6,--,overpaymentAmt90d,-1.197254426,0,--,totalMerchCred90d,-0.818916618,0,--,nbrCustReqRefunds90d,-0.713277226,1,--,totalSpend90d,-0.702041928,1389.6,--,creditScore,0.346623598,740,+,tenureMonths,-0.040556513,11,-,maxRevolveLine,0,15000,<-,csrNotes,0,nan,<-,APPROVED,1,0,57800,11,740,RI,4,347.4,1389.6, ,3,0,0,0,0,3,1389.6,0,0,1,1,36.67,0,15000,0,1,0,6,0,0,57
0.434421541,0.565578459,1,0.1,1,overpaymentAmt90d,2.828190968,2720.03,+++,tenureMonths,0.235390028,21,++,totalPaymentAmt90d,0.202380656,2720.03,++,avgTxnSize90d,0.129197839,0,+,totalSpend90d,0.116080248,0,+,maxRevolveLine,-0.079917732,18000,-,income,0.072675723,48500,+,creditScore,-0.045437413,702,-,csrNotes,0.023669222,nan,+,state,0.015634999,CT,+,APPROVED,1,1,48500,21,702,CT,3,0,0, ,0,0,0,0,0,4,2720.03,2720.03,1,1,1,2720.03,4,18000,0,4,0,11,0,0,58
0.480327885,0.519672115,1,0.1,1,overpaymentAmt90d,2.559022664,2863.85,+++,csrNotes,0.476220487,customer call customer call card replace moneyorder payment,++,income,0.260998049,29800,++,totalPaymentAmt90d,0.237532873,2886.69,++,avgTxnSize90d,-0.188663825,5.71,-,state,0.141759291,NJ,+,maxRevolveLine,0.133272782,10000,+,nbrCustReqRefunds90d,0.12528037,1,+,tenureMonths,0.118073617,3,+,totalSpend90d,0.103461136,22.84,+,APPROVED,1,1,29800,3,737,NJ,4,5.71,22.84,customer call customer call card replace moneyorder payment,2,0,0,0,0,2,2886.69,2863.85,1,1,1,2890.5,2,10000,1,3,0,4,0,0,59
0,1,0,0.1,1,totalPaymentAmt90d,-3.051822946,60,---,overpaymentAmt90d,-2.76355794,0,---,totalSpend90d,-2.118250712,210.8,--,totalMerchCred90d,-1.313286559,0,--,nbrCustReqRefunds90d,-1.215801263,1,--,avgTxnSize90d,-0.455647426,42.16,-,income,-0.070921146,16800,-,maxRevolveLine,0,13000,<+,creditScore,0,702,<+,tenureMonths,0,15,<+,APPROVED,1,2,16800,15,702,ME,5,42.16,210.8,change request statement late payment statement,4,0,0,0,0,3,60,0,0,1,1,16.88,0,13000,1,1,0,6,2,0,60
0.00039785,0.999602151,0,0.1,1,totalSpend90d,-1.859347285,0,---,totalMerchCred90d,-1.296766481,0,--,totalPaymentAmt90d,-1.263905746,60,--,avgTxnSize90d,-0.940543702,367.5,--,csrNotes,-0.798162872,password change   customer call,--,income,0.779904934,1700,++,nbrCustReqRefunds90d,-0.70726717,1,--,overpaymentAmt90d,-0.585413056,60,--,tenureMonths,0.416856423,30,+,creditScore,-0.15494563,716,-,APPROVED,1,2,1700,30,716,RI,0,367.5,0,password change   customer call,0,0,0,0,0,3,60,60,1,1,1,60,0,16000,0,3,0,7,0,0,61
0,1,0,0.1,1,totalPaymentAmt90d,-3.049523256,198.85,---,totalSpend90d,-2.972722856,198.85,---,overpaymentAmt90d,-2.773458718,0,---,totalMerchCred90d,-1.763394112,0,--,nbrCustReqRefunds90d,-1.281634956,1,--,avgTxnSize90d,-1.063163623,39.77,--,maxRevolveLine,0,25000,<+,creditScore,0,779,<+,tenureMonths,0,23,<+,income,0,30400,<+,APPROVED,1,2,30400,23,779,NY,5,39.77,198.85,customer call plastic replace statement statement,2,0,0,0,0,3,198.85,0,0,1,1,67.68,0,25000,1,5,0,8,0,0,62
0.392516375,0.607483625,1,0.1,1,overpaymentAmt90d,4.280171928,6073.52,+++,avgTxnSize90d,-0.26324926,205.98,--,totalPaymentAmt90d,0.256649899,10399.1,+,creditScore,-0.149112894,700,-,totalSpend90d,-0.095262556,4325.58,-,tenureMonths,0.059521228,23,+,maxRevolveLine,0.042432147,9000,+,csrNotes,0.035029795,nan,+,nbrCustReqRefunds90d,0.017284162,1,+,totalMerchCred90d,-0.012686726,207.83,-,APPROVED,1,3,20300,23,700,RI,21,205.98,4325.58, ,9,1,0,207.83,1,4,10399.1,6073.52,1,1,1,6131.83,4,9000,1,4,1,6,0,0,63
9.09091E-05,0.999909091,0,0.1,1,totalMerchCred90d,-2.735745749,0,---,totalPaymentAmt90d,-2.654037787,60,---,totalSpend90d,-2.1775514,0,--,csrNotes,1.109464018,nan,++,income,0.949599026,90500,++,creditScore,-0.807998647,728,--,nbrCustReqRefunds90d,-0.791201456,1,--,overpaymentAmt90d,-0.790571023,60,--,tenureMonths,-0.424450273,18,-,avgTxnSize90d,0.259429346,0,+,APPROVED,1,0,90500,18,728,MA,17,0,0, ,7,1,0,0,0,5,60,60,1,1,1,60,0,12000,1,3,0,5,2,0,64
0.0001,0.9999,0,0.1,1,income,4.534348045,4100,+++,overpaymentAmt90d,-1.182025717,0,--,totalSpend90d,-1.170394572,66.07,--,csrNotes,0.921053838,card replace password change password change,++,totalMerchCred90d,-0.847797504,65.22,--,nbrCustReqRefunds90d,-0.749158393,1,--,totalPaymentAmt90d,0.635282465,60,++,avgTxnSize90d,-0.277298878,66.07,-,maxRevolveLine,0,6000,<-,creditScore,0,740,<-,APPROVED,1,2,4100,3,740,MA,1,66.07,66.07,card replace password change password change,1,1,0,65.22,0,4,60,0,0,1,1,37.39,1,6000,0,3,0,6,1,0,65
0,1,0,0.1,1,totalPaymentAmt90d,-3.018067484,549.2,---,overpaymentAmt90d,-2.782529188,0,---,totalSpend90d,-2.415559254,549.2,---,totalMerchCred90d,-1.310963799,111.66,--,nbrCustReqRefunds90d,-1.279567168,1,--,avgTxnSize90d,-1.132056512,54.92,--,maxRevolveLine,0,8000,<+,creditScore,0,781,<+,tenureMonths,0,45,<+,income,0,13200,<+,APPROVED,1,1,13200,45,781,RI,10,54.92,549.2, ,6,2,0,111.66,1,4,549.2,0,0,1,1,36.4,0,8000,0,4,0,7,1,0,66
0.148685659,0.851314341,1,0.1,1,totalMerchCred90d,1.757208833,1088.18,+++,maxRevolveLine,-0.170143681,19000,--,totalSpend90d,0.091525701,16805.67,+,totalPaymentAmt90d,-0.091062254,840.28,-,overpaymentAmt90d,-0.056994605,0,-,nbrCustReqRefunds90d,-0.028419912,1,-,avgTxnSize90d,0.016335914,212.73,+,state,-0.012273774,RI,-,tenureMonths,0.007288229,3,+,creditScore,-0.005962259,697,-,APPROVED,1,0,60100,3,697,RI,79,212.73,16805.67, ,40,5,2,1088.18,0,3,840.28,0,0,1,1,31.36,3,19000,1,1,0,5,1,0,67
0,1,0,0.1,1,overpaymentAmt90d,-2.878520292,0,---,totalPaymentAmt90d,-2.874059669,100.88,---,totalSpend90d,-2.854686255,2017.56,---,totalMerchCred90d,-1.347604881,354.46,--,nbrCustReqRefunds90d,-1.264668701,1,--,avgTxnSize90d,-0.430513867,118.68,-,maxRevolveLine,0,8000,<+,creditScore,0,717,<+,tenureMonths,0,46,<+,income,0,53200,<+,APPROVED,1,2,53200,46,717,PA,17,118.68,2017.56,plastic replace late payment card replace,7,3,1,354.46,1,3,100.88,0,0,1,1,22.15,3,8000,0,5,0,7,0,0,68
0,1,0,0.1,1,totalSpend90d,-3.11865368,696.06,---,totalPaymentAmt90d,-3.040446396,60,---,overpaymentAmt90d,-2.634228371,0,---,totalMerchCred90d,-1.751847467,67.85,--,nbrCustReqRefunds90d,-1.219827535,1,--,avgTxnSize90d,-1.063163623,38.67,--,income,-0.081597152,15400,-,maxRevolveLine,0,21000,<+,creditScore,0,800,<+,tenureMonths,0,4,<+,APPROVED,1,2,15400,4,800,CT,18,38.67,696.06,card replace card replace  ,9,2,1,67.85,1,4,60,0,0,1,1,53.88,0,21000,0,6,0,4,1,0,69
0,1,0,0.1,1,totalPaymentAmt90d,-3.094364984,60,---,totalSpend90d,-2.62775065,669.05,---,overpaymentAmt90d,-2.391637133,0,---,totalMerchCred90d,-1.313457856,0,--,nbrCustReqRefunds90d,-1.211972224,1,--,income,-0.070921146,8900,-,maxRevolveLine,0,9000,<+,creditScore,0,700,<+,avgTxnSize90d,0,133.81,<+,tenureMonths,0,7,<+,APPROVED,1,4,8900,7,700,MA,5,133.81,669.05, ,2,0,0,0,0,8,60,0,0,1,1,71.07,0,9000,1,3,0,14,0,0,70
0,1,0,0.1,1,totalPaymentAmt90d,-2.983721427,838.11,---,overpaymentAmt90d,-2.935619114,0,---,totalSpend90d,-2.26970785,838.11,--,totalMerchCred90d,-1.304420448,124.62,--,nbrCustReqRefunds90d,-1.272317248,1,--,avgTxnSize90d,-0.599186363,39.91,--,maxRevolveLine,0,8000,<+,creditScore,0,727,<+,tenureMonths,0,22,<+,income,0,18400,<+,APPROVED,1,1,18400,22,727,NY,21,39.91,838.11,billing address customer call statement,11,3,1,124.62,0,4,838.11,0,0,1,1,51.85,1,8000,1,4,0,4,0,0,71
0.008031242,0.991968758,0,0.1,1,totalSpend90d,6.174027277,11291.6,+++,overpaymentAmt90d,-0.479248277,0,--,totalMerchCred90d,-0.453622416,564.28,--,nbrCustReqRefunds90d,-0.33587969,1,-,totalPaymentAmt90d,0.207249318,564.58,+,income,-0.065095842,40000,-,tenureMonths,-0.041300311,15,-,avgTxnSize90d,-0.020727472,282.29,-,maxRevolveLine,0.012775073,10000,+,creditScore,-0.005169646,725,<-,APPROVED,1,2,40000,15,725,CT,40,282.29,11291.6,card replace   statement,19,2,0,564.28,1,3,564.58,0,0,1,1,35.76,3,10000,1,1,0,11,0,0,72
0.298209207,0.701790793,1,0.1,1,overpaymentAmt90d,2.619567003,2756.91,+++,tenureMonths,-0.200079665,11,--,income,0.143537168,57700,+,totalPaymentAmt90d,0.122335769,2756.91,+,creditScore,-0.107763719,736,-,totalMerchCred90d,-0.060840396,0,-,state,-0.046635521,NY,-,avgTxnSize90d,-0.040756223,140.97,-,maxRevolveLine,0.032374599,9000,+,nbrCustReqRefunds90d,0.020372525,1,+,APPROVED,1,2,57700,11,736,NY,0,140.97,0, ,0,0,0,0,0,4,2756.91,2756.91,1,1,1,2756.91,4,9000,0,2,0,4,3,0,73
0.004677893,0.995322107,0,0.1,1,totalMerchCred90d,-1.859958075,847.18,---,csrNotes,1.716850161,card replace transfer password change moneyorder payment,+++,totalSpend90d,-1.490875054,4410.9,---,overpaymentAmt90d,-0.54546296,0,--,nbrCustReqRefunds90d,-0.379953222,1,--,tenureMonths,0.351253694,70,+,income,-0.30006187,70400,-,creditScore,-0.239565001,642,-,totalPaymentAmt90d,0.225397479,4410.9,+,avgTxnSize90d,0.137682499,50.7,+,APPROVED,1,2,70400,70,642,CT,87,50.7,4410.9,card replace transfer password change moneyorder payment,38,16,3,847.18,5,3,4410.9,0,0,1,1,35.62,3,15000,1,2,0,10,0,0,74
0.001411785,0.998588216,0,0.1,1,totalSpend90d,-2.407379868,8531.2,---,overpaymentAmt90d,-0.830458906,0,--,totalMerchCred90d,-0.734761562,537.18,--,nbrCustReqRefunds90d,-0.525395675,1,--,avgTxnSize90d,-0.492039979,266.6,--,totalPaymentAmt90d,-0.39605137,8531.2,--,income,-0.34520598,53000,--,maxRevolveLine,0.313158014,16000,+,tenureMonths,-0.203065097,23,-,creditScore,0.18204231,651,+,APPROVED,1,2,53000,23,651,ME,32,266.6,8531.2, ,11,2,0,537.18,0,7,8531.2,0,0,1,1,51.33,7,16000,1,5,0,5,1,0,75
0.000242857,0.999757143,0,0.1,1,avgTxnSize90d,4.943443741,2.86,+++,totalPaymentAmt90d,-1.693764634,165.88,--,totalSpend90d,-0.863954597,165.88,--,totalMerchCred90d,-0.819776424,17.8,--,overpaymentAmt90d,-0.802914606,0,--,nbrCustReqRefunds90d,-0.642342081,1,--,maxRevolveLine,0.621212254,17000,++,creditScore,0.265364135,695,+,csrNotes,-0.132379804,nan,-,state,0,ME,<+,APPROVED,1,2,88800,5,695,ME,58,2.86,165.88, ,30,6,2,17.8,2,3,165.88,0,0,1,1,30.12,0,17000,0,3,0,6,0,0,76
0,1,0,0.1,1,totalPaymentAmt90d,-3.114968626,200.43,---,totalSpend90d,-2.853274587,200.43,---,overpaymentAmt90d,-2.704349724,0,---,totalMerchCred90d,-1.333929389,66.3,--,nbrCustReqRefunds90d,-1.276510932,1,--,avgTxnSize90d,-0.515965401,66.81,-,maxRevolveLine,0,9000,<+,creditScore,0,706,<+,tenureMonths,0,94,<+,income,0,13600,<+,APPROVED,1,1,13600,94,706,NY,3,66.81,200.43, ,2,1,0,66.3,0,3,200.43,0,0,1,1,40.46,0,9000,1,4,0,10,0,0,77
0,1,0,0.1,1,totalSpend90d,-9.059454949,4065.88,---,totalMerchCred90d,-4.724195921,311.65,--,overpaymentAmt90d,-2.864660901,0,--,avgTxnSize90d,-1.661148548,312.76,--,income,-1.607186104,77500,--,totalPaymentAmt90d,-1.586111345,4065.88,--,nbrCustReqRefunds90d,-1.195089836,1,-,tenureMonths,-0.972144735,4,-,maxRevolveLine,-0.921053838,9000,-,creditScore,0,753,<+,APPROVED,1,1,77500,4,753,RI,13,312.76,4065.88, ,7,1,0,311.65,0,3,4065.88,0,0,1,1,51.06,3,9000,0,4,0,8,1,0,78
0,1,0,0.1,1,totalPaymentAmt90d,-3.061254072,74.65,---,totalSpend90d,-2.955075835,74.65,---,overpaymentAmt90d,-2.645255046,0,---,totalMerchCred90d,-1.316138511,0,--,nbrCustReqRefunds90d,-1.189825192,1,--,avgTxnSize90d,-0.515872835,14.93,-,maxRevolveLine,0,11000,<+,creditScore,0,791,<+,tenureMonths,0,17,<+,income,0,117400,<+,APPROVED,1,2,117400,17,791,ME,5,14.93,74.65,password change transfer statement,3,0,0,0,0,5,74.65,0,0,1,1,55.87,0,11000,1,5,0,6,0,0,79
